"year","duration","track"
"1990","3.69","What Mattered Most"
"1990","4.53","Microphone Master"
"1990","3.38","Find A Way"
"1990","4.72","Treat 'Em Right"
"1990","4.95","Worker Man"
"1990","3.49","Time After Time"
"1990","4.59","Goodbye"
"1990","3.58","Jump Around"
"1990","3.84","Reach"
"1990","6.02","Carnival"
"1990","5.57","Drop"
"1990","5.26","""The Perfect Drug (From """"Lost Highway"""")"""
"1990","5.07","Good Enough"
"1990","3.54","Bug A Boo"
"1990","4.33","All I'm Missing Is You"
"1990","4.27","""Bills, Bills, Bills"""
"1990","3.53","I Say A Little Prayer"
"1990","4.65","Rosealia"
"1990","4.1","I Can't Tell You Why"
"1990","3.24","Cuts Both Ways"
"1990","3.58","Please"
"1990","3.95","I Don't Know"
"1990","4.75","Hang In Long Enough"
"1990","3.26","Wrong Again"
"1990","3.22","There's Your Trouble"
"1990","4.22","Old To The New"
"1990","4.61","Same Old Look"
"1990","5.12","Going Back To Cali"
"1990","2.91","Watch Out Now"
"1990","6.01","Until Your Love Comes Back Around"
"1990","5.73","Stranger In Moscow"
"1990","4.94","Butta Love"
"1990","3.8","I'm In Luv"
"1990","5.1","Shine"
"1990","4.57","Can't Get You Off My Mind"
"1990","5.66","Come Again"
"1990","5.29","Always On My Mind"
"1990","5.11","This House"
"1990","4.65","Living In Sin"
"1990","3.98","Given To Fly"
"1990","5.39","No Mistakes"
"1990","5.78","Keep The Faith"
"1990","4.68","Praying For Time"
"1990","3.56","Four Leaf Clover"
"1990","4.99","Higher Than Hope"
"1990","3.84","Gone Crazy"
"1990","4.67","""The Cup Of Life (The Official Song Of The World Cup, France '98)"""
"1990","3.57","Gimme Some Love"
"1990","4.53","If"
"1990","5.04","Notorious B.I.G."
"1990","4.13","I Will Go With You (Con Te Partiro)"
"1990","3.02","Hooked On A Feeling (Ooga-Chaka)"
"1990","5.22","Baby"
"1990","3.69","Beautiful Life"
"1990","5.61","Love Is A Rock"
"1990","4.29","Mr. Vain"
"1990","4.8","Captain Save A Hoe"
"1990","2.83","One Week"
"1990","3.41","Let's Play House"
"1990","4.66","Waterfalls"
"1990","3.15","Dr. Greenthumb"
"1990","3.76","Someone You Used To Know"
"1990","4.67","I Wanna Rock"
"1990","4.88","Something In Your Eyes"
"1990","3.48","God Blessed Texas"
"1990","4.1","Face The Music"
"1990","4.7","Two To Make It Right"
"1990","3.8","When I'm Back On My Feet Again"
"1990","3.83","Only Wanna Be With You"
"1990","7.34","No Ordinary Love"
"1990","5.62","Get Up! (Before The Night Is Over)"
"1990","4.51","Goodbye"
"1990","4.06","Where Do U Want Me To Put It"
"1990","3.24","This Kiss"
"1990","4.06","What About Us"
"1990","4.36","Gold Diggin' Girls"
"1990","4.71","You're The One"
"1990","4.14","Twilight Zone"
"1990","3.79","How Do You Talk To An Angel"
"1990","6.53","The Humpty Dance"
"1990","3.56","For A Little While"
"1990","4.26","Time After Time"
"1990","4.08","Murder She Wrote"
"1990","4.91","Who's Got Your Love"
"1990","4.54","""Jeeps, Lex Coups, Bimaz & Benz"""
"1990","4.05","Children"
"1990","4.6","Spend My Life With You"
"1990","4.1","Wherever Would I Be"
"1990","3.88","Dreamlover"
"1990","4.17","The Obvious Child"
"1990","4.04","I'm So Happy I Can't Stop Crying"
"1990","5.11","808"
"1990","3.82","Love Takes Time"
"1990","5.14","1-Luv"
"1990","3.85","Can't Nobody Hold Me Down"
"1990","3.68","My Up And Down"
"1990","3.63","Dangerous"
"1990","4.76","Highwire"
"1990","4.33","It's Over Now"
"1990","6.41","Cruisin'"
"1990","4.38","Santa's A Fat Bitch"
"1990","2.69","Jealousy"
"1990","4.1","After The Rain"
"1990","4.21","Talk Show Shhh!"
"1990","5.39","Damn I Wish I Was Your Lover"
"1990","5.27","Vibeology"
"1990","5.71","And Our Feelings"
"1990","4.18","Not Enough Time"
"1990","4.98","I Don't Want To Miss A Thing"
"1990","4.94","You Mean The World To Me"
"1990","3.61","Lollipop (Candyman)"
"1990","2","Bizarre Love Triangle"
"1990","3.59","Gotta Be"
"1990","4.96","The Hearts Filthy Lesson"
"1990","4.49","Good Vibrations"
"1990","5.06","Groovin' In The Midnight"
"1990","3.57","I'm From The Country"
"1990","2.88","Jump Jive An' Wail"
"1990","5.6","Barrel Of A Gun"
"1990","4.47","My Little Secret"
"1990","3.17","Lights"
"1990","3.82","The Power"
"1990","4.01","Sweet Surrender"
"1990","5.52","Life"
"1990","5.58","Letitgo"
"1990","6.21","You Put A Move On My Heart"
"1990","5.05","Keep It Together"
"1990","4.27","I Got The Hook Up!"
"1990","3.57","Fat Boy"
"1990","4.94","Love Gets Rough"
"1990","3.78","You Still Touch Me"
"1990","4.35","Take Time"
"1990","4.19","Kiss Of Life"
"1990","4.58","Baby I'm Yours"
"1990","3.57","What Time Is Love?"
"1990","3.43","""I Like It, I Love It"""
"1990","3.97","So Hard"
"1990","4.82","Use Your Heart"
"1990","4.82","I Adore Mi Amor"
"1990","5.71","Home"
"1990","4.4","Love Is On The Way"
"1990","4.37","Fall In Love Again"
"1990","4.03","Who Said I Would"
"1990","4.2","Sunday Morning"
"1990","4.05","Romantic Call"
"1990","4.03","Tucker's Town"
"1990","3.39","Feel So Good"
"1990","4.66","Run-Around"
"1990","3.93","The First Night"
"1990","4.34","""Someday (From """"The Hunchback Of Notre Dame"""")"""
"1990","5.57","Human Wheels"
"1990","4.6","Won't Talk About It"
"1990","4.16","When The Lights Go Out"
"1990","8.13","Magic Carpet Ride"
"1990","3.74","Smells Like Nirvana"
"1990","4.05","Livin' La Vida Loca"
"1990","4.84","(I Could Only) Whisper Your Name"
"1990","4.21","A Little Love"
"1990","4.07","Groovy Train"
"1990","3.88","There Goes My Baby"
"1990","3.92","Pink"
"1990","3.04","Indian Outlaw"
"1990","3.37","That's What Love Can Do"
"1990","3.52","...Baby One More Time"
"1990","3.29","Closer To Me"
"1990","2.84","Be My Baby Tonight"
"1990","4.34","Twisted"
"1990","4.66","Moonlight On Water"
"1990","5.28","Higher"
"1990","4.31","You'll Be In My Heart"
"1990","4.53","Dreams"
"1990","3.59","The Only Thing That Looks Good On Me Is You"
"1990","6.23","Please Don't Go"
"1990","4.51","Still D.R.E."
"1990","3.14","Pretty Fly (For A White Guy)"
"1990","4.9","Doin It"
"1990","4.62","Your Body's Callin'"
"1990","3.72","Because The Night"
"1990","4","Come Baby Come"
"1990","5.12","Yolanda"
"1990","5.68","To The Moon And Back"
"1990","4.79","I'll Never Break Your Heart"
"1990","4.41","Hold On"
"1990","4.42","""It's Alright, It's Ok"""
"1990","5.24","Man On The Moon"
"1990","4.27","Light In Your Eyes"
"1990","3.36","She's Always Right"
"1990","5","Far Behind"
"1990","4.08","Where Does That Leave Love"
"1990","4.33","Hip Hop Ride"
"1990","3.87","Total Eclipse Of The Heart"
"1990","4.72","Take My Advice"
"1990","3.61","Who Can I Run To"
"1990","4.66","The Real Love"
"1990","4.03","Cover Girl"
"1990","4.44","Lately"
"1990","4.67","There Will Never Be Another Tonight"
"1990","4.76","Tears"
"1990","4.62","Get It On Tonite"
"1990","4.69","Love You All My Lifetime"
"1990","4.98","Strike It Up"
"1990","4.45","Love II Love"
"1990","3.44","Tonight The Heartache's On Me"
"1990","5.94","Crazy"
"1990","6.57","(Everything I Do) I Do It For You"
"1990","4.31","Bullet With Butterfly Wings"
"1990","4.77","Brokenhearted"
"1990","4.75","Deja Vu [Uptown Baby]"
"1990","4.46","Never Gonna Let You Go"
"1990","3.77","Don't Lose The Magic"
"1990","4.03","It's Alright"
"1990","4.86","You Better Wait"
"1990","4.01","I'm Free"
"1990","3.6","Unchained Melody"
"1990","4.19","All The Man That I Need"
"1990","3.8","Unskinny Bop"
"1990","3.06","Funkorama"
"1990","4.55","Deeper Shade Of Soul"
"1990","4.39","Where Have All The Cowboys Gone?"
"1990","4.83","Here We Are"
"1990","5.61","Grapevyne"
"1990","3.31","Fall At Your Feet"
"1990","4.25","If I Had The Chance"
"1990","4.71","Was It Nothing At All"
"1990","4.04","The City Is Mine"
"1990","5.6","""Don't Cry For Me Argentina (From """"Evita"""")"""
"1990","4.27","A Little Past Little Rock"
"1990","2.74","There She Goes"
"1990","3.39","Ooh Aah... Just A Little Bit"
"1990","5.81","Thought I'd Died And Gone To Heaven"
"1990","3.14","Whateva Man"
"1990","4.4","Please Don't Go"
"1990","3.59","Hopelessly"
"1990","5.03","Smells Like Teen Spirit"
"1990","4.23","Pimp Of The Year"
"1990","5.28","Crazy"
"1990","3.67","Here's Your Sign (Get The Picture)"
"1990","5.01","You Get What You Give"
"1990","4.69","Sensitivity"
"1990","4.36","I'm Still Waiting"
"1990","3.32","Freakit"
"1990","6.72","Music Sounds Better With You"
"1990","4.56","Missing You Now"
"1990","4.27","The First Time"
"1990","4.94","Victory"
"1990","4.1","Bittersweet Me"
"1990","2.86","Peaches"
"1990","4.44","Love Of My Life"
"1990","2.42","57 Channels (And Nothin' On)"
"1990","4.62","Desperately Wanting"
"1990","4.26","Killer/Papa Was A Rollin' Stone"
"1990","4.47","Never Enough"
"1990","5.22","What's Up"
"1990","3.58","Molly (Sixteen Candles)"
"1990","4.66","Angels Would Fall"
"1990","4.46","Trippin'"
"1990","5.71","Smack My Bitch Up"
"1990","3.84","Rhythm Of Love"
"1990","3.77","Can't Get Enuff"
"1990","4.92","All Through The Night"
"1990","4.88","The Right Kinda Lover"
"1990","3.49","Give It Up"
"1990","4.55","I Belong To You (Every Time I See Your Face)"
"1990","4.89","""Let It Go (From """"Set It Off"""")"""
"1990","4.92","I Don't Wanna Be Alone"
"1990","4.4","Hide Your Heart"
"1990","3.29","Miami"
"1990","4.07","All You've Got"
"1990","4.36","Hero Of The Day"
"1990","4.16","Don't Take The Girl"
"1990","5.68","If We Fall In Love Tonight"
"1990","5.29","Southernplayalisticadillacmuzik"
"1990","4.61","Work To Do"
"1990","3.52","Too Blind To See It"
"1990","5.97","Stop The World"
"1990","6.57","Bed Of Roses"
"1990","4.85","Oye Mi Canto (Hear My Voice)"
"1990","3.52","All That She Wants"
"1990","4.7","Who Got The Props"
"1990","5.52","All My Life"
"1990","2.55","Out Of My Head"
"1990","4.11","Symphony Of Destruction"
"1990","3.91","Pleasure"
"1990","3.15","Real Real Real"
"1990","3.8","Nice & Slow"
"1990","4.99","In The Meantime"
"1990","4.24","Barely Breathing"
"1990","5.7","Let Love Rule"
"1990","4.48","Changes"
"1990","6.02","The Moment"
"1990","3.14","How Forever Feels"
"1990","3.41","Stop"
"1990","4.84","Strawberry Wine"
"1990","2.7","There She Goes"
"1990","4.57","Impulsive"
"1990","3.68","If You're Serious"
"1990","4.72","Give It Away"
"1990","5.64","Jam"
"1990","4.33","Your Woman"
"1990","3.54","You're Still The One"
"1990","5.03","Another Sad Love Song"
"1990","3.88","Nick Of Time"
"1990","3.95","Baby Baby"
"1990","3.48","Home To You"
"1990","3.42","Shifftee"
"1990","5.83","Whip Appeal"
"1990","3.1","Funkdafied"
"1990","4.55","Jumper"
"1990","4.28","What's Stopping You"
"1990","4.71","Have A Little Mercy"
"1990","2.87","Never Alone (Eeyore's Lullaby)"
"1990","3.98","This Is How We Do It"
"1990","4.55","When You Believe"
"1990","4.31","I'm Not Over You"
"1990","6.21","That's Right"
"1990","4.39","I Go To Extremes"
"1990","4.49","Until It Sleeps"
"1990","5.41","I Want To Come Over"
"1990","5.11","Get Up On It"
"1990","3.88","Take Me In Your Arms"
"1990","2.78","All The Small Things"
"1990","3.2","Guys Do It All The Time"
"1990","3.65","A Bad Goodbye"
"1990","4.1","I Don't Want To Miss A Thing"
"1990","5.49","Where It's At"
"1990","5.53","Enter Sandman"
"1990","3.15","""Right Here, Right Now"""
"1990","4.1","I Don't Need Your Love"
"1990","5.89","Three Little Pigs"
"1990","2.37","Stutter"
"1990","4.34","Turtle Power"
"1990","5.75","I Don't Ever Want To See You Again"
"1990","4.53","Too Much"
"1990","5.12","Nobody Knows"
"1990","5.45","How About That"
"1990","4.52","I Will Always Love You"
"1990","3.63","And So It Goes"
"1990","3.54","Feel Me Flow"
"1990","4.05","Get At Me Dog"
"1990","3.63","Genie In A Bottle"
"1990","4.91","The Boy Is Mine"
"1990","3.97","Love Don't Love You"
"1990","2.87","Heartspark Dollarsign"
"1990","3.96","Always"
"1990","2.9","Come On Over"
"1990","3.79","Feelin' It"
"1990","3.31","All I Want"
"1990","4.41","Holla Holla"
"1990","4.13","Can't Stop"
"1990","2.76","Let's Forget About It"
"1990","4.58","What Becomes Of The Brokenhearted"
"1990","4.97","Far From Yours"
"1990","7.53","Gypsy Woman (She's Homeless)"
"1990","4.19","Let It Snow"
"1990","3.52","Unforgettable"
"1990","4.26","Tres Delinquentes"
"1990","4.43","Punks Jump Up To Get Beat Down"
"1990","4.86","Pull Up To The Bumper"
"1990","3.08","Good"
"1990","6.23","All Nite"
"1990","4.06","That's Why I'm Here"
"1990","5.32","Everlasting Love"
"1990","4.17","I Knew I Loved You"
"1990","5.14","Cryin'"
"1990","3.57","Ruff Ryders' Anthem"
"1990","4.3","Stupid Girl"
"1990","3.99","It's Your Thing"
"1990","3.4","Ghetto Love"
"1990","4.2","""Mama, I'm Coming Home"""
"1990","3.55","Downtown Venus"
"1990","4.85","Until The End Of Time"
"1990","4.5","Real Love"
"1990","3.96","Do Anything"
"1990","3.65","Call Me"
"1990","3.92","Mmm Mmm Mmm Mmm"
"1990","4.92","Smooth"
"1990","5.01","In The House Of Stone And Light"
"1990","4.03","Sleeping With The Lights On"
"1990","5.84","Method Man"
"1990","4.84","""King Of Wishful Thinking (From """"Pretty Woman"""")"""
"1990","4.04","It Ain't Over 'til It's Over"
"1990","3.98","One More Time"
"1990","4.07","The Other Side"
"1990","4.62","Leave A Light On"
"1990","3.64","Almost Doesn't Count"
"1990","4.27","Jesus He Knows Me"
"1990","4.43","Angels"
"1990","2.97","Walk On The Ocean"
"1990","5.58","My Love Is A Fire"
"1990","4.22","Goodbye To My Homies"
"1990","5.23","I Remember You"
"1990","5.38","Remedy"
"1990","4.61","Get Here"
"1990","3.55","The Day That She Left Tulsa (In A Chevy)"
"1990","5.2","Everything You Want"
"1990","3.87","Divine Thing"
"1990","3.87","I Want You"
"1990","4.52","Don't Take It Personal"
"1990","4.28","Two Princes"
"1990","3.83","Right On The Money"
"1990","4.04","Push It"
"1990","4.24","Diggin' On You"
"1990","4.64","Don't Take Away My Heaven"
"1990","4.25","Lookin' At Me"
"1990","4.71","Crazy Cool"
"1990","4","Be My Lover"
"1990","3.95","Ruffneck"
"1990","4.38","Wonderful"
"1990","4.83","Love U 4 Life"
"1990","3.73","Tha Crossroads"
"1990","7.04","Heartbeat"
"1990","4.67","Come With Me"
"1990","5.05","What It's Like"
"1990","4.97","You Gotta Love Someone"
"1990","4.38","Who Do U Love"
"1990","4.11","Keep It Comin'"
"1990","5.15","Lean On Me"
"1990","3.56","Love Gets Me Every Time"
"1990","3.43","It's All Been Done"
"1990","4.44","Glycerine"
"1990","5.11","Drowning In Your Eyes"
"1990","4.87","Club At The End Of The Street"
"1990","5.21","Try To Find Me"
"1990","3.62","Now That I Found You"
"1990","4.77","Having A Party"
"1990","3.08","""Easy Come, Easy Go"""
"1990","5.37","""Indo Smoke (From """"Poetic Justice"""")"""
"1990","5.1","Meeting In My Bedroom"
"1990","4.73","Escapade"
"1990","3.99","In The Heart Of A Woman"
"1990","4.9","Hip Hop Drunkies"
"1990","4.65","Silver Thunderbird"
"1990","6.51","Lift Me Up"
"1990","4.56","Body Bumpin' Yippie-Yi-Yo"
"1990","3.06","Then What?"
"1990","3.37","Passionate Kisses"
"1990","4.92","Ain't Nobody Like You"
"1990","2.75","Out Of My Bones"
"1990","4.11","What If"
"1990","3.66","Hooch"
"1990","4.62","Constant Craving"
"1990","4.9","Justify My Love"
"1990","3.33","Fa All Y'all"
"1990","4.84","What Are You Doing With A Fool Like Me"
"1990","3.74","Get A Life"
"1990","4.8","Brian Wilson"
"1990","3.71","I'm Goin' Down"
"1990","5.13","I Want It All"
"1990","3.94","Soul Food"
"1990","4.74","Nothin' Move But The Money"
"1990","3.86","I'm Overjoyed"
"1990","3.51","You Have The Right To Remain Silent"
"1990","3.81","Tom's Diner"
"1990","4.76","Heaven Is A 4 Letter Word"
"1990","5.52","Knockin' Da Boots"
"1990","4.31","When Boy Meets Girl"
"1990","4.53","Woof Woof"
"1990","3.58","My Way"
"1990","2.74","Never There"
"1990","4.12","Walk On By"
"1990","4.17","Party Ain't A Party"
"1990","3.45","Figure Of Eight"
"1990","4.56","I Could Not Ask For More"
"1990","3.54","I'll Get By"
"1990","4.74","What I Need"
"1990","4.32","Getto Jam"
"1990","5.06","A Song For Mama"
"1990","4.15","As I Lay Me Down"
"1990","4.3","Tonight's The Night"
"1990","4.62","Cell Therapy"
"1990","4.94","Every Time I Close My Eyes"
"1990","4.34","Keep Tryin'"
"1990","3.84","Harmless"
"1990","3.51","Meanwhile"
"1990","4.13","Sunshine"
"1990","3.57","Sleeping In My Car"
"1990","4.52","Give It Up"
"1990","3.73","The Most Beautifullest Thing In This World"
"1990","4.99","The Sound Of Your Voice"
"1990","4.32","Whatcha Gone Do?"
"1990","3.95","Another Night"
"1990","6.29","Friend Of Mine"
"1990","3.34","Little Good-Byes"
"1990","4.06","Don't Make Me Over"
"1990","4.83","N 2 Gether Now"
"1990","5.26","Just The Two Of Us"
"1990","4.64","100% Pure Love"
"1990","4.47","Losing My Religion"
"1990","4.08","How Did I Get By Without You?"
"1990","4.32","Sleeping Satellite"
"1990","4.59","Don't Want To Be A Fool"
"1990","3.46","Lambada"
"1990","3.91","Po Pimp"
"1990","4.86","""No More """"I Love You's"""""""
"1990","3.88","Nobody Else"
"1990","6.31","If I Could Turn Back The Hands Of Time"
"1990","3.33","Nu Nu"
"1990","3.9","Everything's Changed"
"1990","3.85","To Make You Feel My Love"
"1990","5.01","Blessed"
"1990","3.77","House Of Fire"
"1990","4.56","Boom! Shake The Room"
"1990","5.48","We Got A Love Thang"
"1990","3.85","When A Man Loves A Woman"
"1990","4.73","Always And Forever"
"1990","3.65","Close To You"
"1990","4.22","Walking On Broken Glass"
"1990","5.07","Hold On"
"1990","3.84","Throw Your Hands Up"
"1990","3.53","Flood"
"1990","5.95","Bitter Sweet Symphony"
"1990","4.55","I Fell In Love"
"1990","4.45","""After 12, Before 6"""
"1990","3.12","Easy"
"1990","4.14","Stars"
"1990","5.3","Love On A Rooftop"
"1990","4.05","Dirty Cash (Money Talks)"
"1990","5.46","Sad New Day"
"1990","4.86","You're In Love"
"1990","3.73","Strong Enough"
"1990","4.24","It's All About You (Not About Me)"
"1990","4.26","The World I Know"
"1990","4.86","Caught Out There"
"1990","4.44","1979"
"1990","5.29","Losin' Myself"
"1990","4.3","Written In The Stars"
"1990","3.66","Every Morning"
"1990","4.49","When I Die"
"1990","2.78","What's It To You"
"1990","3.91","The Song Remembers When"
"1990","3.79","It's Your Love"
"1990","4.13","Let Me Roll"
"1990","5.2","Me And My Crazy World"
"1990","3.71","Knocks Me Off My Feet"
"1990","3.76","Lightning Does The Work"
"1990","4","When I Look Into Your Eyes"
"1990","2.69","Shimmy Shimmy Ya"
"1990","4.72","""New Jack Hustler (Nino's Theme) (From """"New Jack City"""")"""
"1990","3.98","Stranded"
"1990","3.62","No Rain"
"1990","4.85","Clock Strikes"
"1990","4.48","One More Chance/Stay With Me"
"1990","3.76","Sweet Thing"
"1990","4.43","Steal My Sunshine"
"1990","4.06","U Know What's Up"
"1990","3.88","Little Miss Can't Be Wrong"
"1990","4.32","I Get Around"
"1990","5.86","Inside That I Cried"
"1990","8.09","Fired Up!"
"1990","3.8","On And On"
"1990","4.21","""Streets Of Philadelphia (From """"Philadelphia"""")"""
"1990","4.12","Hanginaround"
"1990","3.51","Sesame's Treet"
"1990","4.86","What If I Said"
"1990","3.47","Games People Play"
"1990","5.39","Tonite"
"1990","4.56","Money's Just A Touch Away"
"1990","3.49","Rhythm Divine"
"1990","4.08","Finally"
"1990","5","Before I Let You Go"
"1990","4.31","Wonderwall"
"1990","4.32","Girls & Boys"
"1990","3.88","""Another You, Another Me"""
"1990","3.77","Ironic"
"1990","5.76","Together Forever"
"1990","4.52","Drive"
"1990","3.81","6 Underground"
"1990","4.37","Love You Down"
"1990","3.41","Mother"
"1990","5.08","Honey Love"
"1990","4.39","I Like It (I Wanna Be Where You Are)"
"1990","3.66","Stay The Night"
"1990","5.27","""Hearts In Trouble (From """"Days Of Thunder"""")"""
"1990","4.42","That's Just What You Are"
"1990","4.83","Don't Look Back In Anger"
"1990","3.43","How Do You Sleep At Night"
"1990","5.06","Passin' Me By"
"1990","3.88","Everyotherday"
"1990","3.97","Turn It Up [Remix]/Fire It Up"
"1990","4.38","Jellyhead"
"1990","3.53","Ain't Seen Love Like That"
"1990","4.69","Girl I Am Searching For You"
"1990","4.33","Endless Love"
"1990","4.03","Falling"
"1990","3.55","Blind Faith"
"1990","1.9","Jigga My N****"
"1990","5.27","Innocent"
"1990","4.29","High And Dry"
"1990","3.68","I Do"
"1990","5.39","If It Makes You Happy"
"1990","3.87","I've Been Thinking About You"
"1990","4.05","Electric Boogie"
"1990","4.09","More Than This"
"1990","3.94","Body & Soul"
"1990","4.41","The Rhythm Of The Night"
"1990","4.69","You Don't Have To Worry"
"1990","5.49","She Talks To Angels"
"1990","6.21","I Will Survive"
"1990","4.54","Did You Ever Think"
"1990","3.91","Talk To Me"
"1990","4.37","Nobody's Supposed To Be Here"
"1990","2.36","Unbelievable"
"1990","6.09","Over And Over"
"1990","4.11","Blackberry Molasses"
"1990","3.75","Danger"
"1990","4.85","Short Dick Man"
"1990","4.11","I Can't Get Over You"
"1990","3.82","Love Ain't Like That"
"1990","3.5","Mint Car"
"1990","4.29","When Love & Hate Collide"
"1990","4.18","Take This Heart"
"1990","5.47","Tender Kisses"
"1990","3.94","Ordinary Life"
"1990","3.95","Cumbersome"
"1990","4.87","Ha"
"1990","4.12","Maybe Not Tonight"
"1990","4.48","Creep"
"1990","3.83","Can't Stop Falling Into Love"
"1990","4.5","I Wanna Be There"
"1990","5.91","Bohemian Rhapsody"
"1990","3.8","I Know"
"1990","3.68","Mass Appeal"
"1990","4.87","4 Seasons Of Loneliness"
"1990","3.92","From This Moment On"
"1990","4.19","Doin' Time"
"1990","4.51","""Money, Power & Respect"""
"1990","3.99","Remember The Time"
"1990","4.73","Gangsta Bitch"
"1990","4.37","Violence Of Summer (Love's Taking Over)"
"1990","4.88","Too Late To Say Goodbye"
"1990","3.62","No Place That Far"
"1990","4.89","Epic"
"1990","4.22","He's Mine"
"1990","5.04","Make Em' Say Uhh!"
"1990","5.03","In The Hood"
"1990","4.78","Slowly"
"1990","3.8","Back To Life"
"1990","5.26","Bill"
"1990","4.54","Where The Streets Have No Name"
"1990","3.84","Who You Are"
"1990","4.21","I Live By The Groove"
"1990","1.51","God Bless The Child"
"1990","4.1","What'd You Come Here For?"
"1990","6.32","Let's Make A Night To Remember"
"1990","4.86","Get It Together"
"1990","4.95","Time"
"1990","4.3","Here Come The Lords"
"1990","5.68","I Got A Thang 4 Ya!"
"1990","6.45","The Unforgiven"
"1990","4.25","Down So Long"
"1990","5.04","You're The Voice"
"1990","4.16","Looking Through Patient Eyes"
"1990","2.83","The Shoop Shoop Song (It's In His Kiss)"
"1990","3","What Do You Say To That"
"1990","7.34","Havana"
"1990","3.73","The One And Only"
"1990","5.33","How Can I Ease The Pain"
"1990","5.2","Not Enough"
"1990","4.35","Higher Ground"
"1990","4.08","Days Like These"
"1990","4.86","Tide Is High"
"1990","4.18","Comforter"
"1990","5.64","Can I Stay With You"
"1990","6.51","Freedom"
"1990","3.48","Wild World"
"1990","4.48","Nothing Really Matters"
"1990","4.13","A Little Bit Of Ecstasy"
"1990","4.34","Hay"
"1990","5.09","Undone - The Sweater Song"
"1990","4.72","Love Is A Wonderful Thing"
"1990","4.92","Shorty (You Keep Playin' With My Mind)"
"1990","4.84","Sweet Lady"
"1990","3.94","Say... If You Feel Alright"
"1990","5.25","Let's Get The Mood Right"
"1990","3","How Do You Fall In Love"
"1990","3.78","Missing You"
"1990","4.68","How Much Love"
"1990","4.33","Fu-Gee-La"
"1990","4.23","I Don't Have The Heart"
"1990","5.35","Anything"
"1990","5.51","L.A. Woman"
"1990","4.3","Always Be My Baby"
"1990","3.84","You're Amazing"
"1990","3.55","On A Sunday Afternoon"
"1990","3.38","Amish Paradise"
"1990","4.89","Paper Doll"
"1990","4.43","Can't Get Enough Of Your Love"
"1990","4.01","Everlasting Love"
"1990","4.76","Last Night On Earth"
"1990","3.45","Bow Down"
"1990","4.13","Don't Wanna Fall In Love"
"1990","5.35","Birmingham"
"1990","3.64","Enjoy Yourself"
"1990","4.58","Blue On Black"
"1990","4.52","Funky Child"
"1990","4.55","Gangstas Make The World Go Round"
"1990","4.3","Pop That Coochie"
"1990","6.82","Keep Coming Back"
"1990","6.37","Killer"
"1990","6.17","Hole In My Soul"
"1990","4.51","Ava Adore"
"1990","3.76","Rhythm Is A Dancer"
"1990","5.16","Across The River"
"1990","3.43","She's Not Cryin' Anymore"
"1990","4.21","""Girl, I've Been Hurt"""
"1990","4.44","Touch Me (All Night Long)"
"1990","4.16","Lucky One"
"1990","4.39","Gettin' It"
"1990","4.31","Sound Of Da Police"
"1990","3.92","What's So Different"
"1990","4.72","Love Is A Killer"
"1990","4.12","Chief Rocka"
"1990","3.33","I'm Already Taken"
"1990","5.88","Nowhere To Go"
"1990","3.86","Father Of Mine"
"1990","4.53","As Long As It Matters"
"1990","4.4","I Love You Period"
"1990","4.82","Hook"
"1990","6.22","Closer"
"1990","4.45","Hip Hop Hooray"
"1990","4.29","Mo Money Mo Problems"
"1990","3.23","Don't Stop The Music"
"1990","5.08","Secret"
"1990","4.57","She's Got That Vibe"
"1990","3.93","How Can We Be Lovers"
"1990","3.85","The Swalk"
"1990","4.73","Don't Cry"
"1990","3.48","It's The Things You Do"
"1990","4.23","I Got 5 On It"
"1990","4.41","Rain"
"1990","3.84","How Much Is Enough"
"1990","3.89","Feel So High"
"1990","5.3","Angelia"
"1990","4.8","Made Up My Mind"
"1990","2.81","It's So Hard To Say Goodbye To Yesterday"
"1990","4.37","Live And Learn"
"1990","6.35","Sweet On U"
"1990","4.91","I'll Be Good To You"
"1990","5.24","Getting Away With It"
"1990","4.96","Love Me All Up"
"1990","4","Luchini aka (This Is It)"
"1990","4.47","Give Me One Reason"
"1990","3.62","This Is Ponderous"
"1990","4.79","High Enough"
"1990","4.87","Do You Like This"
"1990","4.19","Love Child"
"1990","5.36","Can't Truss It"
"1990","3.93","You Make Me Feel (Mighty Real)"
"1990","5.34","Washed Away"
"1990","3.85","You Had Me From Hello"
"1990","3.24","Everything's Gonna Be Alright"
"1990","5","Because I Love You (The Postman Song)"
"1990","4.31","Mentirosa"
"1990","6.41","Heal The World"
"1990","5.06","Forever More"
"1990","5.03","Breakdown"
"1990","7.25","What You Give"
"1990","4.76","Touch It"
"1990","5.45","You Lied To Me"
"1990","4.01","Toss-Up"
"1990","3.83","Hypnotize"
"1990","3.93","Pop Goes The Weasel"
"1990","3.85","Ready To Run"
"1990","2.82","Buddy X"
"1990","3.47","Hey Leonardo (She Likes Me For Me)"
"1990","3.46","Tonight"
"1990","4.71","Kissin' You"
"1990","4.03","Don't Talk Just Kiss"
"1990","6.44","""Gotta Have You (From """"Jungle Fever"""")"""
"1990","5.69","Criminal"
"1990","4.58","Linger"
"1990","3.38","The Note"
"1990","4.57","The Ballad Of Jayne"
"1990","4","I Love You Always Forever"
"1990","3.99","All Of My Days"
"1990","4.79","Cowboy Take Me Away"
"1990","4.23","More And More"
"1990","3.86","Ride The Wind"
"1990","4.98","True Blue Love"
"1990","4.53","Kisses In The Night"
"1990","3.76","I Saw You Dancing"
