"year","duration","track","artist","mode","target"
"2000","3.92","Freek-A-Leek","Petey Pablo","1","1"
"2000","4","Don't Phunk With My Heart","The Black Eyed Peas","0","1"
"2000","5.18","That's Not My Name","The Ting Tings","1","1"
"2000","2.08","Halo / Walking On Sunshine","Glee Cast","1","1"
"2000","3.09","Hustler's Ambition","50 Cent","1","1"
"2000","3.78","Stay Gone","Jimmy Wayne","1","1"
"2000","5.35","21 Guns","Green Day","1","1"
"2000","5.09","And I Am Telling You I'm Not Going","Jennifer Hudson","0","1"
"2000","4.87","Pimp Juice","Nelly","1","1"
"2000","4.26","Wrong Impression","Natalie Imbruglia","1","1"
"2000","4.1","Boston","Augustana","1","1"
"2000","4.58","By Your Side","Sade","1","1"
"2000","3.48","You All Dat","Baha Men With Imani Coppola","1","1"
"2000","2.75","I'm Just Talkin' About Tonight","Toby Keith","1","1"
"2000","4.02","Awnaw","Nappy Roots","1","1"
"2000","3.78","Lonely No More","Rob Thomas","0","1"
"2000","3.72","Long Trip Alone","Dierks Bentley","1","1"
"2000","4.82","Superstar","Lupe Fiasco Featuring Matthew Santos","0","1"
"2000","3.91","Real Live Woman","Trisha Yearwood","1","1"
"2000","3.32","Love Is Gone","David Guetta & Chris Willis","0","1"
"2000","3.65","Baby I'm Back","Baby Bash Featuring Akon","0","1"
"2000","3.98","I Want To Live","Josh Gracin","1","1"
"2000","3.44","Cheatin'","Sara Evans","1","1"
"2000","4.13","Ooh!","Mary J. Blige","0","1"
"2000","3.35","Gotta Tell You","Samantha Mumba","0","1"
"2000","4.84","In Color","Jamey Johnson","1","1"
"2000","4.3","U Should've Known Better","Monica","1","1"
"2000","3.93","Bring Me To Life","Evanescence Featuring Paul McCoy","0","1"
"2000","2.75","Arab Money","Busta Rhymes Featuring Ron Browz","1","1"
"2000","4.31","Love Song","Sara Bareilles","0","1"
"2000","4.73","Anonymous","Bobby Valentino Featuring Timbaland","1","1"
"2000","4.86","Ride Wit Me","Nelly Featuring City Spud","1","1"
"2000","4.43","Bigger Than My Body","John Mayer","1","1"
"2000","4.37","He Wasn't Man Enough","Toni Braxton","0","1"
"2000","4.24","These Days","Rascal Flatts","1","1"
"2000","4.17","Video","India.Arie","0","1"
"2000","3.35","Hot Revolver","Lil Wayne","1","1"
"2000","4.06","We Weren't Born To Follow","Bon Jovi","1","1"
"2000","4.05","For All Time","Soluna","1","1"
"2000","4.08","When I Look To The Sky","Train","1","1"
"2000","4.39","All My Life","Foo Fighters","1","1"
"2000","5.55","The Greatest Romance Ever Sold","Prince","1","1"
"2000","4.5","The Woman With You","Kenny Chesney","1","1"
"2000","4.34","Red Dirt Road","Brooks & Dunn","1","1"
"2000","3.24","Cold","Crossfade","0","1"
"2000","3.12","She Don't Tell Me To","Montgomery Gentry","1","1"
"2000","3.99","Chariot","Gavin DeGraw","1","1"
"2000","4.09","Cater 2 U","Destiny's Child","0","1"
"2000","3.58","Nobody","Wonder Girls","1","1"
"2000","4.11","Wadsyaname","Nelly","0","1"
"2000","3.44","Almost","Bowling For Soup","1","1"
"2000","4.9","U Make Me Wanna","Jadakiss Featuring Mariah Carey","0","1"
"2000","3.18","Cool","Gwen Stefani","1","1"
"2000","3.51","Do You Remember","Jay Sean Featuring Sean Paul & Lil Jon","1","1"
"2000","3.49","Never Too Late","Three Days Grace","0","1"
"2000","4.29","It's Okay (One Blood)","The Game Featuring Junior Reid","1","1"
"2000","4.48","One Mic","Nas","0","1"
"2000","4.01","Running","No Doubt","1","1"
"2000","4.61","Life Is A Highway","Rascal Flatts","1","1"
"2000","3.57","I Need A Girl","Trey Songz","1","1"
"2000","4.36","Shorty Wanna Ride","Young Buck","0","1"
"2000","4.08","Sunday Morning","Maroon 5","1","1"
"2000","2.43","She Is Love","Parachute","1","1"
"2000","3.12","More","Trace Adkins","1","1"
"2000","4.48","Hey Papi","Jay-Z Featuring Memphis Bleek & Amil","0","1"
"2000","4.36","You're Not Sorry","Taylor Swift","1","1"
"2000","3.93","I Wanna Rock","Snoop Dogg","1","1"
"2000","4.17","Lost","Faith Hill","0","1"
"2000","4.45","Look After You","The Fray","0","1"
"2000","4.02","London Bridge","Fergie","1","1"
"2000","4.67","Her Diamonds","Rob Thomas","1","1"
"2000","4.46","Woman","Raheem DeVaughn","0","1"
"2000","4.54","Waitin' On A Woman","Brad Paisley","1","1"
"2000","5.9","Once In A Lifetime","Keith Urban","1","1"
"2000","4.14","Down And Out","Cam'Ron Featuring Kanye West & Syleena Johnson","0","1"
"2000","3.91","The Baby","Blake Shelton","1","1"
"2000","4.55","I May Hate Myself In The Morning","Lee Ann Womack","1","1"
"2000","3.66","When You Need My Love","Darryl Worley","1","1"
"2000","2.85","Shut Up And Let Me Go","The Ting Tings","1","1"
"2000","3.38","Starstrukk","3OH!3 Featuring Katy Perry","0","1"
"2000","4.18","Beep","Bobby V Featuring Yung Joc","1","1"
"2000","6.5","The Best Man I Can Be","""Ginuwine, R.L., Tyrese, Case""","1","1"
"2000","3.94","Some Things Never Change","Tim McGraw","1","1"
"2000","3.17","Another Nine Minutes","Yankee Grey","1","1"
"2000","3.7","That'd Be Alright","Alan Jackson","1","1"
"2000","3.89","Diamonds From Sierra Leone","Kanye West","1","1"
"2000","4.66","I Don't Want You To Go","Carolyn Dawn Johnson","1","1"
"2000","3.71","""My Neck, My Back""","Khia Featuring DSD","0","1"
"2000","3.45","Comin' To Your City","Big & Rich","0","1"
"2000","3.83","Simple Life","Carolyn Dawn Johnson","1","1"
"2000","4.91","Bad Romance","Lady Gaga","1","1"
"2000","3.49","History In The Making","Darius Rucker","1","1"
"2000","4.05","I Told You So","Keith Urban","0","1"
"2000","3.34","The Good Stuff","Kenny Chesney","1","1"
"2000","4.61","Rainy Dayz","Mary J. Blige Featuring Ja Rule","1","1"
"2000","3.58","Talk About Our Love","Brandy Featuring Kanye West","0","1"
"2000","3.54","Down","Jay Sean Featuring Lil Wayne","1","1"
"2000","5.63","You Rock My World","Michael Jackson","0","1"
"2000","4.53","Wanted Dead Or Alive","Chris Daughtry","1","1"
"2000","3.39","Sex On Fire","Kings Of Leon","1","1"
"2000","2.97","Tonight I Wanna Be Your Man","Andy Griggs","1","1"
"2000","2.7","Teenagers","My Chemical Romance","1","1"
"2000","3.64","Lost You Anyway","Toby Keith","0","1"
"2000","3.78","Bless The Broken Road","Rascal Flatts","1","1"
"2000","3","""Dance, Dance""","Fall Out Boy","0","1"
"2000","4.53","One Woman Man","Dave Hollister","1","1"
"2000","3.69","Love Don't Cost A Thing","Jennifer Lopez","0","1"
"2000","3.51","I'm Really Hot","Missy Elliott","1","1"
"2000","4.54","Doesn't Mean Anything","Alicia Keys","0","1"
"2000","3.29","Thinking About You","Norah Jones","1","1"
"2000","4.37","Another Way to Die","Jack White & Alicia Keys","0","1"
"2000","3.85","How 'Bout You","Eric Church","1","1"
"2000","4.13","Just Might (Make Me Believe)","Sugarland","1","1"
"2000","4.51","Nolia Clap","""Juvenile, Wacko & Skip""","1","1"
"2000","4.43","Songs About Rain","Gary Allan","1","1"
"2000","4.14","Let Me Hold You","Bow Wow Featuring Omarion","1","1"
"2000","3.43","Whine Up","Kat DeLuna Featuring Elephant Man","1","1"
"2000","7.94","The Day That Never Comes","Metallica","0","1"
"2000","3.52","Get It Poppin'","Fat Joe Featuring Nelly","1","1"
"2000","5.58","Where Do We Go From Here","Filter","1","1"
"2000","3.46","When Somebody Loves You","Alan Jackson","1","1"
"2000","3.91","Last Day Of My Life","Phil Vassar","1","1"
"2000","3.93","Corona And Lime","Shwayze","1","1"
"2000","5.24","Tha Block Is Hot","Lil' Wayne Featuring Juvenile & B.G.","0","1"
"2000","4.06","Breathe And Stop","Q-Tip","1","1"
"2000","3.87","Playa's Only","R. Kelly Featuring The Game","1","1"
"2000","4.08","Beware Of The Boys (Mundian To Bach Ke)","Panjabi MC Featuring Jay-Z","1","1"
"2000","3.72","I Will Love Again","Lara Fabian","0","1"
"2000","3.1","Pickin' Wildflowers","Keith Anderson","1","1"
"2000","4.46","I Luv Your Girl","The-Dream","1","1"
"2000","2.88","Picture To Burn","Taylor Swift","1","1"
"2000","3.97","Chicken Fried","Zac Brown Band","1","1"
"2000","3.74","21 Questions","50 Cent Featuring Nate Dogg","0","1"
"2000","3.44","The Great Escape","Boys Like Girls","0","1"
"2000","3.36","Goodbye Time","Blake Shelton","1","1"
"2000","4.41","Good Times","Styles","1","1"
"2000","4.53","Move B***h","Ludacris Featuring Mystikal & Infamous 2.0","1","1"
"2000","4.45","Tainted","Slum Village Featuring Dwele","0","1"
"2000","3.88","Heaven Sent","Keyshia Cole","0","1"
"2000","3.45","Whatever It Takes","Lifehouse","1","1"
"2000","5.13","Clocks","Coldplay","0","1"
"2000","5.05","Area Codes","Ludacris Featuring Nate Dogg","0","1"
"2000","3.74","Downtime","Jo Dee Messina","1","1"
"2000","4.29","She's Like The Wind","Lumidee Featuring Tony Sunshine","0","1"
"2000","3.37","Summertime","New Kids On The Block","1","1"
"2000","3.74","Invisible","Ashlee Simpson","1","1"
"2000","4.59","Trade It All","Fabolous Featuring P. Diddy & Jagged Edge","0","1"
"2000","3.52","What About Now","Lonestar","1","1"
"2000","3.66","Wanksta","50 Cent","1","1"
"2000","3.8","Where The Stars And Stripes And The Eagle Fly","Aaron Tippin","1","1"
"2000","4.04","Come Over","Aaliyah","0","1"
"2000","3.25","Ghetto Girls","Lil Bow Wow","0","1"
"2000","4.59","Love's Divine","Seal","0","1"
"2000","5.21","Cold Day In July","Dixie Chicks","1","1"
"2000","3.04","Right Where I Need To Be","Gary Allan","1","1"
"2000","3.55","Gives You Hell","The All-American Rejects","1","1"
"2000","5.38","2 Step","Unk","0","1"
"2000","3.6","That Girl","Marques Houston","1","1"
"2000","6.44","Last Night","Diddy Featuring Keyshia Cole","0","1"
"2000","4.42","Ass Like That","Eminem","1","1"
"2000","4.34","The Bad Touch","Bloodhound Gang","0","1"
"2000","4.21","Gotta Be Somebody","Nickelback","1","1"
"2000","3.43","What I've Done","Linkin Park","1","1"
"2000","4.03","River","Sarah McLachlan","1","1"
"2000","3.12","Music Is My Hot Hot Sex","CSS","0","1"
"2000","3.01","Dance Like There's No Tomorrow","Paula Abdul & Randy Jackson","1","1"
"2000","3.91","Give It To Me","Timbaland Featuring Nelly Furtado & Justin Timberlake","1","1"
"2000","4.9","Is That Your Chick","Memphis Bleek Featuring Jay-Z & Missy Elliott","0","1"
"2000","3.48","Push It","Rick Ross","1","1"
"2000","3.47","MakeDamnSure","Taking Back Sunday","1","1"
"2000","4.01","Never Had A Dream Come True","S Club 7","1","1"
"2000","4.68","Don't Tell Me","Madonna","1","1"
"2000","4.61","Watch The Wind Blow By","Tim McGraw","1","1"
"2000","4.23","Feels Good (Don't Worry Bout A Thing)","Naughty By Nature Featuring 3LW","1","1"
"2000","4.89","Georgia","Carolyn Dawn Johnson","1","1"
"2000","4.24","Walkin' On The Moon","The-Dream Featuring Kanye West","0","1"
"2000","4.31","Satisfaction","Eve","0","1"
"2000","3.73","Choppa Style","Choppa Featuring Master P","1","1"
"2000","5.82","Danger","Erykah Badu","1","1"
"2000","3.95","Not Ready To Make Nice","Dixie Chicks","1","1"
"2000","3.07","If We Were A Movie","Hannah Montana","1","1"
"2000","3.02","With Love","Hilary Duff","0","1"
"2000","3.7","Cochise","Audioslave","1","1"
"2000","3.2","Window Shopper","50 Cent","0","1"
"2000","4.41","It's Been Awhile","Staind","1","1"
"2000","4.73","Playas Gon' Play","3LW","0","1"
"2000","3.94","Over My Head (Cable Car)","The Fray","1","1"
"2000","3.22","1985","Bowling For Soup","1","1"
"2000","2.19","The Set Up","Obie Trice Featuring Nate Dogg","1","1"
"2000","3.82","One More Chance","Michael Jackson","1","1"
"2000","3.61","Cookie Jar","Gym Class Heroes Featuring The-Dream","1","1"
"2000","4.16","When You Look Me In The Eyes","Jonas Brothers","1","1"
"2000","3.18","Johnny Cash","Jason Aldean","1","1"
"2000","2.66","Outside Looking In","Jordan Pruitt","1","1"
"2000","4.41","Lady Marmalade","""Christina Aguilera, Lil' Kim, Mya & P!nk""","1","1"
"2000","3.35","Nobody's Perfect","Hannah Montana","1","1"
"2000","3.73","One Day At A Time","Tupac With Eminem Featuring The Outlawz","0","1"
"2000","4.37","Happy","Ashanti","0","1"
"2000","3.9","Roll With Me","Montgomery Gentry","1","1"
"2000","3.59","""Steady, As She Goes""","The Raconteurs","1","1"
"2000","4.5","Behind Blue Eyes","Limp Bizkit","1","1"
"2000","3.12","Eight Second Ride","Jake Owen","1","1"
"2000","4.47","Holla At Me","""DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull""","1","1"
"2000","4.12","Two People Fell In Love","Brad Paisley","1","1"
"2000","3.95","Flipside","Freeway Featuring Peedi Crakk","1","1"
"2000","4.28","Gangsta Luv","Snoop Dogg Featuring The-Dream","1","1"
"2000","3.46","The Quittin' Kind","Joe Diffie","1","1"
"2000","3.35","Hood Figga","Gorilla Zoe","1","1"
"2000","3.37","Don't Tell Me","Avril Lavigne","1","1"
"2000","5.1","Hicktown","Jason Aldean","1","1"
"2000","3.93","Single For The Rest Of My Life","Isyss","1","1"
"2000","3.17","Catch Me","Demi Lovato","1","1"
"2000","2.78","Where My Girls At?","702","1","1"
"2000","3.76","Beautiful Girls","Sean Kingston","0","1"
"2000","3.87","That's Just Jessie","Kevin Denney","1","1"
"2000","4.77","Where The Hood At?","DMX","1","1"
"2000","6.23","U Saved Me","R. Kelly","1","1"
"2000","9.36","Request Line","The Black Eyed Peas Featuring Macy Gray","0","1"
"2000","4.94","Imagine That","LL Cool J","1","1"
"2000","3.28","Here For The Party","Gretchen Wilson","1","1"
"2000","4.03","The World","Brad Paisley","1","1"
"2000","3.23","Trouble","P!nk","1","1"
"2000","3.76","Get Right","Jennifer Lopez","0","1"
"2000","4.19","Thank You In Advance","Boyz II Men","1","1"
"2000","2.23","Rubberneckin'","Elvis Presley","1","1"
"2000","4.73","Like I Love You","Justin Timberlake","0","1"
"2000","4.22","Bad Boy For Life","""P. Diddy, Black Rob & Mark Curry""","1","1"
"2000","3.03","Keeps Gettin' Better","Christina Aguilera","0","1"
"2000","4.13","Someday","Rob Thomas","1","1"
"2000","4.09","I Don't Wanna Kiss You Goodnight","LFO","1","1"
"2000","3.58","Hush","LL Cool J Featuring 7 Aurelius","1","1"
"2000","3.5","I'll Walk","Bucky Covington","1","1"
"2000","3.52","Makes Me Wonder","Maroon 5","1","1"
"2000","5.89","Please Don't Go","Tank","0","1"
"2000","5.76","Hustlin'","Rick Ross","1","1"
"2000","4.13","Work In Progress","Alan Jackson","0","1"
"2000","3.8","Don't Call Me Baby","Madison Avenue","0","1"
"2000","4.53","Mr. Too Damn Good","Gerald Levert","1","1"
"2000","4","Do You Want Fries With That","Tim McGraw","1","1"
"2000","3.97","Rodeo","Juvenile","1","1"
"2000","5.63","Hung Up","Madonna","0","1"
"2000","3.28","Tell Me Something Bad About Tulsa","George Strait","1","1"
"2000","4.02","Battlefield","Jordin Sparks","1","1"
"2000","3.63","When It's Over","Sugar Ray","1","1"
"2000","4.36","Sorry 2004","Ruben Studdard","1","1"
"2000","3.18","Drop It Low","Ester Dean Featuring Chris Brown","1","1"
"2000","4.42","It's Over Now","112","1","1"
"2000","3.56","7 Things","Miley Cyrus","0","1"
"2000","3.84","Redneck Yacht Club","Craig Morgan","1","1"
"2000","5.2","Stronger","Kanye West","0","1"
"2000","5.41","I Know What You Want","Busta Rhymes & Mariah Carey Featuring The Flipmode Squad","1","1"
"2000","3.76","Amazing","Josh Kelley","1","1"
"2000","4.03","It's A Great Day To Be Alive","Travis Tritt","1","1"
"2000","3.2","With You","Jessica Simpson","1","1"
"2000","3.52","Oops!...I Did It Again","Britney Spears","0","1"
"2000","4.06","Invisible","Clay Aiken","0","1"
"2000","3.62","Just Stand Up!","Artists Stand Up To Cancer","1","1"
"2000","3.96","Tough Little Boys","Gary Allan","1","1"
"2000","3.6","What A Girl Wants","Christina Aguilera","1","1"
"2000","4.03","I Love College","Asher Roth","1","1"
"2000","3.53","Under Pressure","The Used And My Chemical Romance","1","1"
"2000","4.07","Don't Dream It's Over","Sixpence None The Richer","1","1"
"2000","3.57","America's Suitehearts","Fall Out Boy","1","1"
"2000","4.12","I'll Wait For You","Joe Nichols","1","1"
"2000","3.7","Living For The Night","George Strait","1","1"
"2000","5.4","Ridin' Rims","Dem Franchize Boyz","1","1"
"2000","4.93","Guilty Until Proven Innocent","Jay-Z Featuring R. Kelly","0","1"
"2000","3.96","Back When I Knew It All","Montgomery Gentry","1","1"
"2000","3.94","Stars Are Blind","Paris Hilton","1","1"
"2000","4.01","Clumsy","Fergie","1","1"
"2000","4.43","Times Like These","Foo Fighters","0","1"
"2000","2.93","Bounce With Me","Lil Bow Wow Featuring Xscape","1","1"
"2000","4.43","Family Affair","Mary J. Blige","0","1"
"2000","3.86","Help Me Understand","Trace Adkins","1","1"
"2000","2.36","Defying Gravity","Glee Cast","1","1"
"2000","3.86","Please Don't Leave Me","P!nk","1","1"
"2000","3.54","Nobody's Home","Avril Lavigne","0","1"
"2000","3.85","Candle (Sick And Tired)","The White Tie Affair","1","1"
"2000","4.26","I'm Real","Jennifer Lopez Featuring Ja Rule","1","1"
"2000","3.85","Let It Rock","Kevin Rudolf Featuring Lil Wayne","1","1"
"2000","4.01","Here (In Your Arms)","Hellogoodbye","1","1"
"2000","3.87","Ni Una Sola Palabra","Paulina Rubio","0","1"
"2000","3.44","Breakout","Miley Cyrus","1","1"
"2000","4.76","Desert Rose","Sting Featuring Cheb Mami","0","1"
"2000","3.25","You Should've Told Me","Kelly Price","1","1"
"2000","3.95","I Think God Can Explain","Splender","1","1"
"2000","5.04","There Goes My Life","Kenny Chesney","1","1"
"2000","4.26","Home","Daughtry","1","1"
"2000","3.91","Mountains","Lonestar","1","1"
"2000","4.14","Slow Motion","Juvenile Featuring Soulja Slim","0","1"
"2000","4.15","I'm Still A Guy","Brad Paisley","1","1"
"2000","3.02","Honky Tonk Stomp","Brooks & Dunn Featuring Billy Gibbons","1","1"
"2000","4.07","Falling Slowly","The Swell Season (Glen Hansard & Marketa Irglova)","1","1"
"2000","2.94","American Idiot","Green Day","1","1"
"2000","5.26","Call My Name","Prince","0","1"
"2000","3.84","More Than A Woman","Aaliyah","1","1"
"2000","5.41","Start A Band","Brad Paisley Duet With Keith Urban","1","1"
"2000","3.61","How Do I Breathe","Mario","1","1"
"2000","4.24","Real Good Man","Tim McGraw","1","1"
"2000","3.8","Defy You","The Offspring","0","1"
"2000","4.89","Outside","Aaron Lewis Of Staind With Fred Durst","1","1"
"2000","4.12","I Wanna Love You","Akon Featuring Snoop Dogg","1","1"
"2000","3.33","What I Really Meant To Say","Cyndi Thomson","1","1"
"2000","3.73","My Front Porch Looking In","Lonestar","1","1"
"2000","4.19","No Matter What They Say","Lil' Kim","1","1"
"2000","5.85","The Widow","The Mars Volta","0","1"
"2000","4.24","All I Have","Jennifer Lopez Featuring LL Cool J","1","1"
"2000","3.95","I Believe","Diamond Rio","1","1"
"2000","4.19","Lolli Lolli (Pop That Body)","""Three 6 Mafia Featuring Project Pat, Young D & Superpower""","1","1"
"2000","3.84","Love Don't Live Here","Lady Antebellum","1","1"
"2000","5.08","Uprising","Muse","1","1"
"2000","4.41","Hero","Enrique Iglesias","1","1"
"2000","4.26","One Of Those Days","Whitney Houston","1","1"
"2000","4.94","Clap Back","Ja Rule","0","1"
"2000","3.47","Paparazzi","Lady Gaga","0","1"
"2000","3.89","Jook Gal (Wine Wine)","Elephant Man","1","1"
"2000","2.98","Rock Star","Hannah Montana","1","1"
"2000","4.86","Spin","Lifehouse","1","1"
"2000","3.16","The Party's Just Begun","The Cheetah Girls","1","1"
"2000","4.91","I Hope You Dance","Lee Ann Womack","0","1"
"2000","4.33","You Know That I Love You","Donell Jones","1","1"
"2000","3.94","Rich Girl","Gwen Stefani Featuring Eve","0","1"
"2000","3.5","So Seductive","Tony Yayo Featuring 50 Cent","1","1"
"2000","4.91","How You Gonna Act Like That","Tyrese","0","1"
"2000","3.76","We Danced","Brad Paisley","1","1"
"2000","2.94","Permanent","David Cook","1","1"
"2000","3.32","Stolen","Dashboard Confessional","1","1"
"2000","4.28","Something To Be Proud Of","Montgomery Gentry","1","1"
"2000","2.26","The Way I Am","Ingrid Michaelson","1","1"
"2000","4.1","This Way","Dilated Peoples Featuring Kanye West","0","1"
"2000","4.98","Most Girls","P!nk","0","1"
"2000","4.57","Superwoman","Alicia Keys","1","1"
"2000","5.49","Lifetime","Maxwell","1","1"
"2000","5.16","Riddle","En Vogue","0","1"
"2000","3.52","A.D.I.D.A.S.","Killer Mike Featuring Big Boi","0","1"
"2000","3.98","1 Thing","Amerie","0","1"
"2000","4.61","(You Want To) Make A Memory","Bon Jovi","1","1"
"2000","3.78","Rock Yo Hips","Crime Mob Featuring Lil Scrappy","1","1"
"2000","5.06","Purple Hills","D12","1","1"
"2000","4.78","Anything","Jaheim Featuring Next","1","1"
"2000","4.11","Red Light","David Nail","1","1"
"2000","3.94","There Is No Arizona","Jamie O'Neal","0","1"
"2000","3.69","Superman (It's Not Easy)","Five For Fighting","1","1"
"2000","3.8","Gimme The Light","Sean Paul","1","1"
"2000","4.19","Best Friend","50 Cent & Olivia","0","1"
"2000","4.95","Like Toy Soldiers","Eminem","0","1"
"2000","4.52","Still Frame","Trapt","1","1"
"2000","3.45","Settlin'","Sugarland","1","1"
"2000","4.21","Send The Pain Below","Chevelle","1","1"
"2000","4.02","I Know You See It","Yung Joc Featuring Brandy 'Ms. B.' Hambrick","1","1"
"2000","4.11","Charlene","Anthony Hamilton","0","1"
"2000","3.29","""Breathe, Stretch, Shake""","Mase Featuring P. Diddy","1","1"
"2000","2.08","Not Fade Away","Sheryl Crow","1","1"
"2000","3.89","Stanky Legg","GS Boyz","0","1"
"2000","4.37","B R Right","Trina Featuring Ludacris","1","1"
"2000","4.06","I Go Back","Kenny Chesney","1","1"
"2000","3.79","Never","Amanda Perez","1","1"
"2000","4.65","Butterflies","Michael Jackson","1","1"
"2000","3.43","Steve McQueen","Sheryl Crow","1","1"
"2000","3.06","Seasons Of Love","Cast Of Rent","1","1"
"2000","3.27","Beverly Hills","Weezer","1","1"
"2000","3.33","Hollaback Girl","Gwen Stefani","0","1"
"2000","3.43","In Love With A Girl","Gavin DeGraw","1","1"
"2000","3.5","Chop Suey","System Of A Down","0","1"
"2000","4.59","Midwest Swing","St. Lunatics","0","1"
"2000","4.01","I Luv It","Young Jeezy","1","1"
"2000","3.52","Good Morning Beautiful","Steve Holy","1","1"
"2000","3.77","Can't Go For That","Tamia","0","1"
"2000","3.94","Somewhere Only We Know","Keane","1","1"
"2000","4.47","Chasing Cars","Snow Patrol","1","1"
"2000","3.63","X Gon' Give It To Ya","DMX","0","1"
"2000","4.9","Like A Stone","Audioslave","0","1"
"2000","4.78","The Rising","Bruce Springsteen","1","1"
"2000","4.96","Liar","Profyle","0","1"
"2000","4.1","The Outsider","A Perfect Circle","1","1"
"2000","3.66","Savin' Me","Nickelback","1","1"
"2000","3.93","We Fly High","Jim Jones","1","1"
"2000","5.91","Re-arranged","Limp Bizkit","1","1"
"2000","3.71","King Without A Crown","Matisyahu","0","1"
"2000","3.41","Songs About Me","Trace Adkins","1","1"
"2000","3.28","Breaking The Habit","Linkin Park","0","1"
"2000","4.26","Separated","Avant","1","1"
"2000","3.17","YAHHH!","Soulja Boy Tell'em Featuring Arab","1","1"
"2000","6.55","Beautiful","Eminem","0","1"
"2000","4.34","Bring It On Home","Little Big Town","1","1"
"2000","3.67","That's What You Get","Paramore","1","1"
"2000","4.77","Satisfy You","Puff Daddy Featuring R. Kelly","1","1"
"2000","3.39","It's Like That","Mariah Carey","0","1"
"2000","4.26","Lady","Lenny Kravitz","1","1"
"2000","3.45","Handlebars","Flobots","1","1"
"2000","4.41","Please Excuse My Hands","Plies Featuring Jamie Foxx & The-Dream","0","1"
"2000","6","Magic Stick","Lil' Kim Featuring 50 Cent","1","1"
"2000","3.91","Miss Me Baby","Chris Cagle","1","1"
"2000","3.84","Money Maker","Ludacris Featuring Pharrell","1","1"
"2000","3.99","Do I","Luke Bryan","1","1"
"2000","3.85","So Sexy","Twista Featuring R. Kelly","0","1"
"2000","3.33","Out Last Night","Kenny Chesney","1","1"
"2000","3.93","Grown Men Don't Cry","Tim McGraw","1","1"
"2000","3.41","Walking Away","Craig David","0","1"
"2000","3.22","Break","Three Days Grace","1","1"
"2000","2.86","The Rock Show","Blink-182","1","1"
"2000","3.35","She Was","Mark Chesnutt","1","1"
"2000","4.22","Party Like A Rockstar","Shop Boyz","1","1"
"2000","2.77","I Just Wanna Live","Good Charlotte","0","1"
"2000","4.23","Thong Song","Sisqo","1","1"
"2000","3.83","Run It!","Chris Brown","0","1"
"2000","3.98","I Will Be","Leona Lewis","1","1"
"2000","4.14","Just Lose It","Eminem","1","1"
"2000","3.9","Will 2K","Will Smith Featuring K-Ci","0","1"
"2000","3.3","Ocean Avenue","Yellowcard","0","1"
"2000","4.03","Happy","Leona Lewis","1","1"
"2000","3.43","Just Like Me","Jamie Foxx Featuring T.I.","0","1"
"2000","3.71","Gotta Go My Own Way","Zac Efron & Vanessa Anne Hudgens","1","1"
"2000","4.79","Lost","Gorilla Zoe","0","1"
"2000","4.41","Gotta Man","Eve","0","1"
"2000","3.85","Bust It Baby Part 2","Plies Featuring Ne-Yo","0","1"
"2000","3.44","I'll Take That As A Yes (The Hot Tub Song)","Phil Vassar","1","1"
"2000","4.05","This One's For The Girls","Martina McBride","1","1"
"2000","4.11","Waiting For Tonight","Jennifer Lopez","0","1"
"2000","4.35","What Was I Thinkin'","Dierks Bentley","0","1"
"2000","2.92","Burnin' Up","Jonas Brothers","1","1"
"2000","3.62","The Chemicals Between Us","Bush","1","1"
"2000","6.06","Take A Picture","Filter","1","1"
"2000","4.93","Fix You","Coldplay","1","1"
"2000","4.11","Be Without You","Mary J. Blige","0","1"
"2000","4.18","I Like It","Sammie","1","1"
"2000","4.24","Kick Push","Lupe Fiasco","1","1"
"2000","3.54","How Far We've Come","matchbox twenty","1","1"
"2000","3.84","Everytime","Britney Spears","1","1"
"2000","4.06","So Far Away","Staind","1","1"
"2000","3.09","Don't Think I Can't Love You","Jake Owen","1","1"
"2000","3.51","Last One Standing","Emerson Drive","1","1"
"2000","5.06","Hustler Musik","Lil Wayne","0","1"
"2000","3.56","Smile","Lonestar","1","1"
"2000","3.85","Always","Saliva","1","1"
"2000","3.3","Girl All The Bad Guys Want","Bowling For Soup","1","1"
"2000","5.22","Beautiful","Akon Featuring Colby O'Donis & Kardinal Offishall","0","1"
"2000","3.65","Culo","Pitbull Featuring Lil Jon","0","1"
"2000","3.23","Slow","Kylie Minogue","1","1"
"2000","3.38","Pocketful Of Sunshine","Natasha Bedingfield","0","1"
"2000","4.75","Pinch Me","Barenaked Ladies","1","1"
"2000","4.69","We Can't Be Friends","Deborah Cox With R.L.","1","1"
"2000","3.8","I Just Wanna Love U (Give It 2 Me)","JAY-Z","0","1"
"2000","3.59","Wherever You Are","Jack Ingram","1","1"
"2000","3.53","A Little Less Conversation","Elvis Presley vs JXL","0","1"
"2000","4.21","Better As A Memory","Kenny Chesney","1","1"
"2000","3.63","React","Erick Sermon Featuring Redman","0","1"
"2000","4.74","Modern Day Bonnie And Clyde","Travis Tritt","0","1"
"2000","3.83","Control","Puddle Of Mudd","1","1"
"2000","3.86","Away From The Sun","3 Doors Down","1","1"
"2000","3.2","Turn Me On","Kevin Lyttle Featuring Spragga Benz","1","1"
"2000","3.01","The Talkin' Song Repair Blues","Alan Jackson","1","1"
"2000","4.38","Toes","Zac Brown Band","1","1"
